device_sk,device_id,device_name,device_label,device_type,additional_info,device_data,customer_id,tenant_id,firmware_id,software_id,external_id,device_profile_id,device_profile_name,device_profile_description,transport_type,provision_type,device_profile_is_default,created_at,_dbt_loaded_at
dsk_37b148271bcb8c2b,26a62171-db5a-4cf4-905b-d63fab2373be,SIEMENS_PAU_AIR_HANDLER_00014,SIEMENS_PAU_AIR_HANDLER_00014,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_48fe1ece6b85f9f2,c9ff7dcc-e2d8-422a-bf8e-5de314d5fbf1,SIEMENS_PAU_AIR_HANDLER_00015,SIEMENS_PAU_AIR_HANDLER_00015,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_5a985dab3753b532,2f5382eb-5f03-49fc-a9d1-0838225d5245,SIEMENS_PAU_AIR_HANDLER_00016,SIEMENS_PAU_AIR_HANDLER_00016,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_a6f461dd0042bc6a,23dae736-fbf0-4993-81f6-899e7644ef96,SIEMENS_PAU_AIR_HANDLER_00017,SIEMENS_PAU_AIR_HANDLER_00017,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_4ca28806d33d69f5,bd8a0685-78a6-4900-a5ae-ccd699884328,SIEMENS_PAU_AIR_HANDLER_00018,SIEMENS_PAU_AIR_HANDLER_00018,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_d86b6e41ae626f66,41d34d9c-27b2-4c55-b722-e0e82fb9a7c8,SIEMENS_PAU_AIR_HANDLER_00019,SIEMENS_PAU_AIR_HANDLER_00019,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_e8e84d47c02a22b1,e3e97f09-b472-4b1b-9b07-0ba40e11b0f6,SIEMENS_PAU_AIR_HANDLER_00020,SIEMENS_PAU_AIR_HANDLER_00020,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_ca94f30ee4d8919a,883fedbe-6cba-431f-99f2-a3b651c44585,SIEMENS_PAU_AIR_HANDLER_00021,SIEMENS_PAU_AIR_HANDLER_00021,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_1ae6e4f86ce629bf,779942a4-9399-45ce-b904-aa5f77383517,SIEMENS_PAU_AIR_HANDLER_00022,SIEMENS_PAU_AIR_HANDLER_00022,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_a6b99402bacd3695,70618b67-8ec5-4e02-b3f1-83529ecb2933,SIEMENS_PAU_AIR_HANDLER_00023,SIEMENS_PAU_AIR_HANDLER_00023,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_e87b9bff85a519ab,25ab8dc5-bd63-4590-ba39-379bdd9bdba4,SIEMENS_PAU_AIR_HANDLER_00024,SIEMENS_PAU_AIR_HANDLER_00024,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_e3a8ec4d362058fe,a766c041-1d7e-4c76-ac3b-7c53d194df6a,SIEMENS_PAU_AIR_HANDLER_00025,SIEMENS_PAU_AIR_HANDLER_00025,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_b3aa241cb297b5e3,19f29278-ab7f-48af-8fb7-11e29953edc3,SIEMENS_PAU_AIR_HANDLER_00026,SIEMENS_PAU_AIR_HANDLER_00026,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_e5273e0c8f3e1838,aab53852-c7dc-40a6-bdea-d35c3830316f,SIEMENS_PAU_AIR_HANDLER_00027,SIEMENS_PAU_AIR_HANDLER_00027,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_95a9b437a330ad11,2c31592b-eb3e-4e21-9fd9-fa72a790da7f,SIEMENS_PAU_AIR_HANDLER_00028,SIEMENS_PAU_AIR_HANDLER_00028,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_38304bd585837f51,6dd53641-2dac-4bf4-bff0-b29e7c9982da,SIEMENS_PAU_AIR_HANDLER_00029,SIEMENS_PAU_AIR_HANDLER_00029,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_38e59c93c911f789,df8250e5-ab50-4e69-950a-fbac9582bab9,SIEMENS_PAU_AIR_HANDLER_00030,SIEMENS_PAU_AIR_HANDLER_00030,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_fdda697391123e35,2ab6fc53-46c9-4461-a9dc-a82d101c0d84,SIEMENS_PAU_AIR_HANDLER_00031,SIEMENS_PAU_AIR_HANDLER_00031,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_cba9660b3e086775,649f0c70-583e-491d-92a8-287e49e5baa4,SIEMENS_PAU_AIR_HANDLER_00032,SIEMENS_PAU_AIR_HANDLER_00032,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_70f7fd6a57b415eb,1fa8961f-3754-4cb7-9ebd-c457463bd978,SIEMENS_PAU_AIR_HANDLER_00033,SIEMENS_PAU_AIR_HANDLER_00033,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_98ea8b3468a2b5aa,a94b7bac-f416-4772-bbdb-95c9a93e99c4,SIEMENS_PAU_AIR_HANDLER_00034,SIEMENS_PAU_AIR_HANDLER_00034,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_44332ffd191344bb,dbd2f3bc-78b5-4a03-a4e1-67856631beab,SIEMENS_PAU_AIR_HANDLER_00035,SIEMENS_PAU_AIR_HANDLER_00035,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_bec36ab0432820b8,7b7a446e-ab92-485c-95dd-7ece1cc1802f,SIEMENS_PAU_AIR_HANDLER_00036,SIEMENS_PAU_AIR_HANDLER_00036,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_1ae156b5c58b9f9d,22a5b692-aaa3-404a-8a9a-c5341d7c7ba0,SIEMENS_PAU_AIR_HANDLER_00037,SIEMENS_PAU_AIR_HANDLER_00037,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_afc0aaa62f533874,6feb6ba7-ab72-4f84-b3fd-96e66f89a5b3,SIEMENS_PAU_AIR_HANDLER_00038,SIEMENS_PAU_AIR_HANDLER_00038,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_922e64ca72eee773,28173da6-b7e4-4b28-92e2-3d7aed63bbd7,SIEMENS_PAU_AIR_HANDLER_00039,SIEMENS_PAU_AIR_HANDLER_00039,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_86382a338ce524e1,fe0a3a97-ef79-42ce-9f0b-be37ba9b6f6a,SIEMENS_PAU_AIR_HANDLER_00040,SIEMENS_PAU_AIR_HANDLER_00040,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_6221511b76593257,63d18106-7327-4274-b4d5-6bd97b81eb47,SIEMENS_PAU_AIR_HANDLER_00041,SIEMENS_PAU_AIR_HANDLER_00041,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_96ebf4fd7d765110,4008e018-2072-453b-b5fd-1c5f1cf7f498,SIEMENS_PAU_AIR_HANDLER_00042,SIEMENS_PAU_AIR_HANDLER_00042,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_09cdc88811737b2f,9075bb89-b5b0-43f3-be12-94337a7896bf,SIEMENS_PAU_AIR_HANDLER_00043,SIEMENS_PAU_AIR_HANDLER_00043,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_8a4e6ddeb578530b,20fc9444-e58c-4eff-a83f-82c9bf1424fe,SIEMENS_PAU_AIR_HANDLER_00044,SIEMENS_PAU_AIR_HANDLER_00044,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_16f0f6c9265c27a7,ebf6a286-1c86-432e-956f-dec8a4b2ebbd,SIEMENS_PAU_AIR_HANDLER_00045,SIEMENS_PAU_AIR_HANDLER_00045,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_2bda2a4bb05d0d6c,e80fd575-5d39-4d82-973c-784f596fea0e,SIEMENS_PAU_AIR_HANDLER_00046,SIEMENS_PAU_AIR_HANDLER_00046,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_c336a7f112c6f890,1db4e189-fc72-4079-b174-9131d60b5dbb,SIEMENS_PAU_AIR_HANDLER_00047,SIEMENS_PAU_AIR_HANDLER_00047,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_40f97414dc8b049f,ac0688b6-bc2b-4b53-ba6c-229b8f9d6d42,SIEMENS_PAU_AIR_HANDLER_00048,SIEMENS_PAU_AIR_HANDLER_00048,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_b838973d65360ae1,56839d3c-af52-4a2b-82bc-1d529e6db096,SIEMENS_PAU_AIR_HANDLER_00049,SIEMENS_PAU_AIR_HANDLER_00049,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_65b09cb7ac0d452d,fbaa01b4-634d-4676-8637-4eddad26315c,SIEMENS_PAU_AIR_HANDLER_00050,SIEMENS_PAU_AIR_HANDLER_00050,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_264b69bd07c8a8fd,6a6fbba5-4ba7-40a7-abb7-536005f2f7c3,SIEMENS_PAU_AIR_HANDLER_00051,SIEMENS_PAU_AIR_HANDLER_00051,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_922a8cd803f3dff0,666862b3-73df-4f2d-bc67-6cd4bc80c618,SIEMENS_PAU_AIR_HANDLER_00052,SIEMENS_PAU_AIR_HANDLER_00052,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_e42bc90135d0f3d8,da2c83e3-abde-49f2-8fb0-c5fbb0780013,SIEMENS_PAU_AIR_HANDLER_00053,SIEMENS_PAU_AIR_HANDLER_00053,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_b119518db84727a3,d21416ad-7526-4ae6-a00a-9d1e93d217d8,SIEMENS_PAU_AIR_HANDLER_00054,SIEMENS_PAU_AIR_HANDLER_00054,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_675145f6647c2de8,3d047a81-2b3f-44d8-aac1-2cb01a7254f7,SIEMENS_PAU_AIR_HANDLER_00055,SIEMENS_PAU_AIR_HANDLER_00055,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_4596b1845ce5bdda,aa9ee986-402d-41c7-a2b4-5d9c495282ea,SIEMENS_PAU_AIR_HANDLER_00056,SIEMENS_PAU_AIR_HANDLER_00056,Energy Meter,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_2cf22be22c2858e8,cb18e3b5-2b4c-46b3-9737-038fa8655331,SIEMENS_PAU_AIR_HANDLER_00057,SIEMENS_PAU_AIR_HANDLER_00057,NVR,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_95f602e93c609730,6335a41e-a919-47c4-ab4e-eef6eb4dd050,SIEMENS_PAU_AIR_HANDLER_00058,SIEMENS_PAU_AIR_HANDLER_00058,Camera,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
dsk_1655a1884d1a80d7,cf20f319-37b4-4795-be26-3c7205264d68,SIEMENS_PAU_AIR_HANDLER_00059,SIEMENS_PAU_AIR_HANDLER_00059,Chiller,"{""site"":""demo"",""source"":""raw_dmp_public_device""}","{""configuration"":{""pollingIntervalSec"":60}}",56a0d760-490d-11f1-a19f-b52b73e46bf7,66f096d8-521b-4090-8052-c188b08821d5,,,,ea3a5040-4c79-11f1-8114-d7797b05539e,siemens-pau-air-handler,Synthetic profile for siemens-pau-air-handler,MQTT,DISABLED,False,2026-05-11 18:46:40,2026-06-12 14:27:33
