device_sk,asset_sk,device_id,device_tenant_id,asset_id,asset_tenant_id,relation_type_group,relation_type,relation_additional_info,relation_version,_dbt_loaded_at
dsk_3f3891c6c130f341,ask_6ecd0760e379620e,8c1a6fcf-6429-4f59-a55e-e41adfdbcfba,66f096d8-521b-4090-8052-c188b08821d5,57212f9f-1356-bbe9-2e41-864a52b091f4,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_14597f25cc43f888,ask_3bdfe69357ff2214,d74b56d7-f5be-44a1-bf3c-0f6bb31ba107,66f096d8-521b-4090-8052-c188b08821d5,d6a21db2-7bb7-afe9-6ea3-eaf8b19f5c7a,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_42259d3eea478005,ask_2d0180446b51c065,bd8710e5-4902-4c1b-b726-b3d6c9e378dc,66f096d8-521b-4090-8052-c188b08821d5,dc95e1ff-5136-05a6-76ad-d52203d2ee8d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_a2e18f4a864c2d11,ask_dee5a20785497cab,a22555c6-6e63-46b6-a943-5e296cc9235f,66f096d8-521b-4090-8052-c188b08821d5,fd78300f-8407-4897-9e7d-cc8ea876dcd5,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_dcfbb3ccb66456bc,ask_d029fcae888ddd18,756dbab0-b86e-4b31-9564-af02cdade4c8,66f096d8-521b-4090-8052-c188b08821d5,7569dfb5-cc47-d739-856a-6362143b08a9,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_7c470d907e956a9d,ask_ed92d4b7719d6b22,5ea97d17-87bf-4233-b4db-b959584bbf1b,66f096d8-521b-4090-8052-c188b08821d5,61a773c4-6190-64ad-6e98-a0047caf8fe1,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_d94b7869c8396fe0,ask_e45118c3f0615afe,054c1214-3c67-4277-8b46-5b3a65e6cbad,66f096d8-521b-4090-8052-c188b08821d5,efd30b0a-1653-3d01-5529-ae531825ed04,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_1d24941b86fb9c5b,ask_9c60893a1630befb,2d2f19df-3bf0-48bc-94f2-463b04cbecfe,66f096d8-521b-4090-8052-c188b08821d5,fb0677b7-e75f-65dd-7547-3d9481e1df4d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_88f8d7b16b0cb78a,ask_7161475f706b7b67,7cf794ab-3349-47da-bbb0-8d363ed9455c,66f096d8-521b-4090-8052-c188b08821d5,174e93df-253e-5157-48a4-0924a9179055,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ea3cd569069e5756,ask_be4e8dad2268f348,da007088-3a6d-404e-bafa-eaffb2a45b05,66f096d8-521b-4090-8052-c188b08821d5,d80cfce0-9c0c-0ce4-3d68-4c20796ba316,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_662430c794f3d97e,ask_68abdf26332c72df,c7736b9d-65ec-41c1-ae83-ef143592e763,66f096d8-521b-4090-8052-c188b08821d5,cea49b5e-ee98-203a-bf1d-9c65d208c9d9,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_6b95a1e8f559520b,ask_44ffd287b9b33646,05446fbc-a2d5-45cd-980c-707f20b10676,66f096d8-521b-4090-8052-c188b08821d5,c802979a-bb5d-77d1-f648-4b26030e1fa4,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_0209d22e671f43e1,ask_ec506eb9f5ce8594,1cf0a098-b66e-4a5e-b6aa-d4552157baeb,66f096d8-521b-4090-8052-c188b08821d5,af4d5045-387a-abe0-7355-04ed8b25c19c,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_a9657cd5a57f038b,ask_6a79bc58b6aceda8,6cb56316-55c8-4edd-9143-0e7f0996044c,66f096d8-521b-4090-8052-c188b08821d5,4b7c9ea7-f33d-d774-2ffd-6e949b05794d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_6a2b8a03a9fcdb3d,ask_b817689b05f629f2,3a1f8abb-7143-4c4b-82a8-fdd772b00361,66f096d8-521b-4090-8052-c188b08821d5,a13e93e0-3e95-6e64-d303-2b0080188fa6,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_f8ac52c755337ccd,ask_85cdaf600bd78313,878403c1-307f-4483-b8bb-ed7928c350bc,66f096d8-521b-4090-8052-c188b08821d5,ed4fb37e-0fd0-dc62-2f60-c0c3aefb480c,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_2ddd66b2f6d11552,ask_84ffdfc37bf7857b,c48fd67c-448a-40cf-9a60-8d85b0512e72,66f096d8-521b-4090-8052-c188b08821d5,e7d3addc-7740-0e2c-52ce-e432fb19679d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_4e2fb8ab795fa1cd,ask_2897221390860d0d,b3318750-e0dc-415e-b616-3cf272090d6d,66f096d8-521b-4090-8052-c188b08821d5,63a76851-e475-d7a9-5467-4f07d4e1b17a,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ef48395115afb13e,ask_97e28f518befdb5e,bec7b5d4-7c49-4b75-bf15-8eb6e01c630d,66f096d8-521b-4090-8052-c188b08821d5,667f07ce-b632-f070-91f8-57e9ba71fb20,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_dfae3964ecc0c836,ask_45e0dab13143dfe7,8408d5c1-20e3-47d8-b985-f2b1f755e185,66f096d8-521b-4090-8052-c188b08821d5,bf4447ff-22b4-3e1c-c3ad-36d5c233403b,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_a0497b9d55b109b8,ask_f67706e8636053f0,0c1cf921-8670-414a-a0c3-4eae4f0c4e13,66f096d8-521b-4090-8052-c188b08821d5,06177edb-490f-8c45-c107-803a04e4438b,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_faac496743dbf346,ask_bea34b61a063eca5,a491863c-d0ce-4ce4-ad26-05f11384914c,66f096d8-521b-4090-8052-c188b08821d5,cc283134-e615-e90b-283d-6d2019075a9e,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_bb5355b39952dfa4,ask_d3019ffd7f965a3c,35e967e4-56d8-4447-bd16-2a8de063828d,66f096d8-521b-4090-8052-c188b08821d5,010fcb2f-abfd-7dc4-9fcd-80d43f6283f2,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_30de88e6e36f7120,ask_71c8c61acd640e45,e1379ae6-a3f3-4709-95f6-a6faf3563d80,66f096d8-521b-4090-8052-c188b08821d5,e0b92ccd-3d9f-485f-088d-875359dc95f8,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_5d7ebcfeb56c1527,ask_2b6b38bc1868769e,8cbaff03-6ba9-4c12-8ac3-19d4d3855848,66f096d8-521b-4090-8052-c188b08821d5,2b3e8929-f236-e599-28b1-829dcf87b939,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_1125769dd5f834d5,ask_b30f8cb55d4eb178,764f60bf-be3a-4611-bc92-8d97e7d38c46,66f096d8-521b-4090-8052-c188b08821d5,3a710a1c-1344-44d7-a3a5-31def4b2b903,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_078f3221b8201c55,ask_33e1f4f20d7da3cf,bbf6359a-3354-40a8-860d-f46bc9c79807,66f096d8-521b-4090-8052-c188b08821d5,61d40e0d-e8f6-70e5-1275-b1c4f5973309,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_df0b739d609f374f,ask_1ca502eb7f09a2cc,3c4e7da4-fd9d-41ef-88bd-40bc4322c221,66f096d8-521b-4090-8052-c188b08821d5,d7f284b2-b105-c12d-9caa-56d4711280fe,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_5986fdbf406532e7,ask_39688349654e3924,fa1bb293-208d-4109-863a-645dd3c5e645,66f096d8-521b-4090-8052-c188b08821d5,5a95bb18-8943-1dd8-3c2d-6396c391f48f,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_5d87b902e650df73,ask_3a903f498d91aee3,2e7c5e24-f1bf-4fdb-9241-5be73d8c4b29,66f096d8-521b-4090-8052-c188b08821d5,f83efc72-4b52-ccc3-de94-6d78d7c50222,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_25c252e4d037e2ee,ask_ddbd151f451f32ad,3c153577-f305-4a3b-a5e5-c4eb11f71926,66f096d8-521b-4090-8052-c188b08821d5,d0886e62-ebdb-e65e-8420-7ae82ec1ae8a,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_68931cc3a04e63fa,ask_59cf1892e910c212,2b7074b4-89f7-4486-88db-212b6d2cecb9,66f096d8-521b-4090-8052-c188b08821d5,32947ee7-8f92-bb40-c849-da5d8ba10d26,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ff5101e1dd78c9db,ask_2602915b54aa6c3c,08101097-9ec1-4cce-8a0b-d72409def0c2,66f096d8-521b-4090-8052-c188b08821d5,e7fed253-8916-4077-dd82-ef885cd37c70,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_b584da019d651fdf,ask_b848bec7185332bb,ec56606f-600b-4ff5-8c4a-f79fba543c19,66f096d8-521b-4090-8052-c188b08821d5,7d94ae4e-4f5a-a997-a7fe-92a49704d8e5,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_a3a476257a074a30,ask_a827f8d84cc8f9c4,9b5f18cf-b7fd-4403-be45-7af9b7a4567a,66f096d8-521b-4090-8052-c188b08821d5,54180a56-1089-c0a4-d82c-0809e6309d13,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_4e8e99c31ff79663,ask_33b89e2414cad292,e1aec58f-1122-4afa-8aeb-7e7b69cbeb5b,66f096d8-521b-4090-8052-c188b08821d5,432325a8-53f1-3d89-ea8e-4d454746c280,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_39d191a308022f79,ask_06576859e8a41ecd,ad0737fe-a869-46cc-995a-b3273afa3a06,66f096d8-521b-4090-8052-c188b08821d5,372cf7b8-28b8-d47e-e8ec-3236231c0410,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_5bd109d952e31606,ask_a2e3ab59c8aa1e0e,5d651c58-f744-4793-91b8-d18d6ff66c99,66f096d8-521b-4090-8052-c188b08821d5,83e17613-2e93-074f-7a01-17d8611cf3a1,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_1a9137be4bc26cac,ask_3c14a783d3c0e514,f3ba728f-d201-42f6-9efa-216828f04c94,66f096d8-521b-4090-8052-c188b08821d5,dd6ba42b-931a-d933-278b-cd6b4a00bf50,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_bb9ede6ad981f523,ask_c5371aa90578173c,88a95673-946d-4f65-a1e1-583384c1a762,66f096d8-521b-4090-8052-c188b08821d5,86e99d71-ef22-cb1d-5c64-c7efd7f69dce,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_6b71d5ed1a3704c5,ask_c306b838cecd725c,b6d89dbd-f373-4031-a1a8-bd02635a5883,66f096d8-521b-4090-8052-c188b08821d5,dbeffbfb-d08e-7d0a-533d-d34d20885c3d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_e29b9052dcc2ab1b,ask_dd104e4bce37bb86,56c701bc-1590-4fe4-9e6c-d5e380affc16,66f096d8-521b-4090-8052-c188b08821d5,414afe24-38ea-2410-9856-f3d494466524,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_48985ce1219f268a,ask_f79b678fa43ad42a,b7e22a52-c094-4462-bda7-3946708901dc,66f096d8-521b-4090-8052-c188b08821d5,f24518b8-676f-a02f-a31c-786bdee8dfab,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_24958a3d66ef6d46,ask_b59e90e7d90a5206,a5e3d77c-57f2-4389-bcd7-b30532e1abc6,66f096d8-521b-4090-8052-c188b08821d5,f4bd34ed-4c6c-5dff-af4e-e5472dd1293b,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_f26df8158778f7f3,ask_66a958d066281c2e,57676c56-7117-4d48-b4eb-d8465f5bdd06,66f096d8-521b-4090-8052-c188b08821d5,710ea7a9-47da-782b-18d5-b34305d6faba,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_dbf444664544452c,ask_74a65a44cc11b755,bc4887de-88bf-46bc-9ae0-ea446ff4a453,66f096d8-521b-4090-8052-c188b08821d5,1fa32445-a043-8c9e-266a-59d17745eeef,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_f575cd84b69c1c16,ask_e73ca100ad5aa9fc,4ec65149-0ea0-40f2-8e56-92bdd31e924a,66f096d8-521b-4090-8052-c188b08821d5,69ca012d-8e47-6d18-4dc9-e1943a7a36f9,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_4a19606451c360fb,ask_aec769d9da08cba3,fe99f2d8-49d2-4259-a462-4902f30f2db1,66f096d8-521b-4090-8052-c188b08821d5,2c84a86e-c67e-d838-c3f8-2ceed5205c1f,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ea9cd673bd21055c,ask_2a197bcb77469042,9d59000a-5120-42cd-940b-c08003f6ffff,66f096d8-521b-4090-8052-c188b08821d5,23f2c4d7-bedb-9b7a-55ff-4898e8ad141d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_8b8a922a92e505b6,ask_a7057156877ad25b,faf861e1-ccc5-4067-9855-54e91802a44f,66f096d8-521b-4090-8052-c188b08821d5,cca29c94-1c31-dc38-a0ea-02ecd0b4df1d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_8148c81790d4bd52,ask_c9c92821369f377a,5244449f-a53c-4401-b2aa-e0b64208e6b7,66f096d8-521b-4090-8052-c188b08821d5,2c734d3a-b26b-b939-4a49-edcd27f3fb14,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_7c13d39a4626f6c6,ask_e23a1afbda0673dd,c5d224b0-6fb7-4990-91a9-efe7c2f9ee55,66f096d8-521b-4090-8052-c188b08821d5,391b0a8c-e631-47a9-8652-c0135f4579c9,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ffbe857f45fb03fa,ask_487e75a29763ba17,d8f0f940-395e-40b9-8bea-77cd2eec1476,66f096d8-521b-4090-8052-c188b08821d5,07c91501-025b-1db3-8270-b33e2761a87b,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_18addf58e94ead61,ask_9d3e8a2b915237bc,2d9288e6-720d-4e37-8724-2214db1ff080,66f096d8-521b-4090-8052-c188b08821d5,7544e203-f3a6-6a48-3b3e-9d276b52495a,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_524ca7ebc8e56352,ask_f124ee158429ba1c,bb6c928f-dd78-4183-9b0d-947e7b32db8a,66f096d8-521b-4090-8052-c188b08821d5,56be2834-61e3-26c2-027e-f4aa146d7503,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_b1113a15d7eea09d,ask_2e29297cc9a35ea5,d6b19036-4558-4a17-9a7e-aaf4df472585,66f096d8-521b-4090-8052-c188b08821d5,f42a03dd-39fa-1284-3f09-417a45791222,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_0a444cae57b5da71,ask_1f92a7d9be33eb52,9407b028-c1a3-4d69-bead-065e29c51ba4,66f096d8-521b-4090-8052-c188b08821d5,5794fa93-6c50-fe4d-b5a9-735a8eb69995,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_b6488696deb1647d,ask_16f42dc76c283ada,1ca5742b-f433-44f1-8d9e-ffefd528432f,66f096d8-521b-4090-8052-c188b08821d5,226bb6cd-87bc-0532-c25c-8f6b2f8a1c1b,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_85dcc41ecf300c8e,ask_5771516034dacfeb,9eea5b9e-8a51-4989-a7e5-b9dee083a31b,66f096d8-521b-4090-8052-c188b08821d5,e3ddf8ea-1ebc-0d2c-3d27-c76dda0f902c,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_f6f8bdc3f832f5da,ask_1f5e96171e95055b,eb82b32e-97fa-498c-bdc0-1e4081a82fee,66f096d8-521b-4090-8052-c188b08821d5,8a18ef8f-3c39-a1ae-79fe-1b17f60829be,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_fad5aeac9074a886,ask_bbefe30cc7f0af8a,8c93194d-6476-4c19-a14c-52a02d2a5459,66f096d8-521b-4090-8052-c188b08821d5,52cdaba8-17d9-761f-21bf-fe833f162779,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_4774ad7d6ace59b0,ask_fda5a13293d95ae9,e92542cf-8217-4986-96b6-6835e8b673ea,66f096d8-521b-4090-8052-c188b08821d5,b4acea44-9f28-031e-30d5-17744d316862,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_521044f20607108c,ask_c97006a842e95a66,54f08c97-9972-49a9-932d-aaef1e460c97,66f096d8-521b-4090-8052-c188b08821d5,1c2a4822-2393-812d-ecf1-32db253fc0d3,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_d139c766f67b59c9,ask_3fc2d9dfa49f08ca,9a45c388-08b9-4891-b6f7-1a4055cfc550,66f096d8-521b-4090-8052-c188b08821d5,b758ba3d-6e34-be42-ee35-dc0b93ff491d,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_e636efd9ef9ae05b,ask_0acf30d8697cb7f5,c7885db0-e419-44d9-a3d7-0580e28389d4,66f096d8-521b-4090-8052-c188b08821d5,b5a1eb38-bdd2-fa42-b101-95dd57c1caf8,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_9f0ec2459390ab8b,ask_a635a06a720ca923,bf10b116-7115-4b84-b7e5-8f82d98c56d7,66f096d8-521b-4090-8052-c188b08821d5,cbb6865b-c790-5d8a-6d38-5901530ad7a5,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_997ab22414074385,ask_ec8d1decc912cbe6,3bdce0ee-c4e8-497d-9d07-9bd1fe1cb6b3,66f096d8-521b-4090-8052-c188b08821d5,5634f533-ada6-9ffb-a145-74408583cd0a,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_c28d9a5d4b4e62ad,ask_aaa13fb162d8d223,8e9e6852-02fd-4741-8818-7f56667667fd,66f096d8-521b-4090-8052-c188b08821d5,02892ec6-9f7d-1c62-7214-67dbd9cb53c3,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_9cc8b504517000fa,ask_129825831355f8b5,3bcdb6bb-1114-456b-9735-557da0fe1a82,66f096d8-521b-4090-8052-c188b08821d5,dfb97c65-b585-6011-a74b-7085e487d134,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_30a5a63d170cf73c,ask_f8328ec496e0fbe9,f3255c7a-53d3-4dd0-a310-d32354f6757d,66f096d8-521b-4090-8052-c188b08821d5,e9235b5f-b8d1-6929-21b9-b48986f1f6ff,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_7b9b1d7636f05ca3,ask_2159cbd86580f5c9,37a895a0-172c-457d-b7be-447c03c4e43e,66f096d8-521b-4090-8052-c188b08821d5,bd6ec53d-678f-5e2d-c816-2f8e5fab6dfe,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_e33eb123507f6de4,ask_bf3c3ab30883c8e7,908b1a89-ede5-4b23-9974-cb6f0e9d411f,66f096d8-521b-4090-8052-c188b08821d5,fd809ce8-018e-9bc1-d3f7-a8e14cc9f77f,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_16a41f554aa617c6,ask_95f28190d0845f6c,3125215d-8933-40b6-b3a5-002b48cd6b80,66f096d8-521b-4090-8052-c188b08821d5,1c288f68-7c2a-a3fd-3c62-cb5e992b189f,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_1a8afc2b966d2285,ask_2af66763183d2ec5,a6403e83-0b4d-4813-a377-01534fce917e,66f096d8-521b-4090-8052-c188b08821d5,7d5175fb-7548-8621-b999-a9163395dccd,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_7d54db8e3088ae5b,ask_0c0dc6dfd88ebb0c,6355a36f-e60c-4924-9b3e-7b32f8699352,66f096d8-521b-4090-8052-c188b08821d5,dd350d12-c50f-696b-4a6a-f3ae33960eec,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_03e52dd49648b383,ask_ad55d194e0b38224,f097fbd9-bcdc-41eb-83aa-1627b9be704e,66f096d8-521b-4090-8052-c188b08821d5,6abecf29-5e31-a695-f7d3-d85b6aaaa0f9,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_07d294cbe593a9f3,ask_57efc891b3b21800,71596914-c8bb-4b0f-a281-8660fefe6e00,66f096d8-521b-4090-8052-c188b08821d5,c96e2ed0-737c-fd51-d61e-d8678f77cd28,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
dsk_ccf045db39dab520,ask_009efa9ca248d63a,6022e949-1daa-4f8c-aa83-e1634528922e,66f096d8-521b-4090-8052-c188b08821d5,6778666f-1f86-e0cd-1af4-5eb3e69c5ddb,66f096d8-521b-4090-8052-c188b08821d5,COMMON,Contains,"{""source"":""synthetic"",""confidence"":1.0}",1,2026-06-09 00:55:47
